iso3,region,wave,year,studies,var,pct,n
CYP,Western Europe,7,2019,WVS,C001_01,40.65,984
CYP,Western Europe,7,2019,WVS,E143,72.02,958
CYP,Western Europe,7,2019,WVS,G052,32.75,972
CYP,Western Europe,7,2019,WVS,G007_36_B,73.2,929
CYP,Western Europe,7,2019,WVS,G007_35_B,73.02,928
CYP,Western Europe,7,2019,WVS,G007_34_B,90.5,978
CYP,Western Europe,7,2019,WVS,G007_18_B,31.96,980
CYP,Western Europe,7,2019,WVS,G006,87.88,942
CYP,Western Europe,7,2019,WVS,A035,78.91,885
CYP,Western Europe,7,2019,WVS,A165,6.76,960
CYP,Western Europe,7,2019,WVS,A124_02,15.61,976
CYP,Western Europe,7,2019,WVS,A124_06,20.57,971
CZE,Eastern Europe & Central Asia,2,1991,EVS+WVS,C002,85.28,3002
CZE,Eastern Europe & Central Asia,2,1991,EVS+WVS,C001,51.19,2993
CZE,Eastern Europe & Central Asia,2,1991,EVS+WVS,C005,21.59,2946
CZE,Eastern Europe & Central Asia,2,1991,EVS+WVS,G007_01,16.26,3001
CZE,Eastern Europe & Central Asia,2,1991,EVS+WVS,G006,76.53,2970
CZE,Eastern Europe & Central Asia,2,1991,EVS+WVS,A035,66.13,3032
CZE,Eastern Europe & Central Asia,2,1991,EVS+WVS,A165,27.36,2975
CZE,Eastern Europe & Central Asia,2,1991,EVS+WVS,A124_02,25.65,3033
CZE,Eastern Europe & Central Asia,2,1991,EVS+WVS,A124_06,25.72,3033
CZE,Eastern Europe & Central Asia,3,1998,WVS,C002,91.91,1137
CZE,Eastern Europe & Central Asia,3,1998,WVS,C001,31.66,1134
CZE,Eastern Europe & Central Asia,3,1998,WVS,E143,62.33,1115
CZE,Eastern Europe & Central Asia,3,1998,WVS,G006,85.73,1107
CZE,Eastern Europe & Central Asia,3,1998,WVS,A035,59.98,1147
CZE,Eastern Europe & Central Asia,3,1998,WVS,A165,28.52,1094
CZE,Eastern Europe & Central Asia,3,1998,WVS,A124_02,10.46,1147
CZE,Eastern Europe & Central Asia,3,1998,WVS,A124_06,28.07,1147
CZE,Eastern Europe & Central Asia,4,1999,EVS,C002,83.95,1889
CZE,Eastern Europe & Central Asia,4,1999,EVS,C001,18.39,1888
CZE,Eastern Europe & Central Asia,4,1999,EVS,E143,66.75,1857
CZE,Eastern Europe & Central Asia,4,1999,EVS,E161,13.11,1850
CZE,Eastern Europe & Central Asia,4,1999,EVS,E156,17.42,1864
CZE,Eastern Europe & Central Asia,4,1999,EVS,E154,11.57,1868
CZE,Eastern Europe & Central Asia,4,1999,EVS,E157,10.73,1806
CZE,Eastern Europe & Central Asia,4,1999,EVS,E158,28.74,1817
CZE,Eastern Europe & Central Asia,4,1999,EVS,G006,80.85,1845
CZE,Eastern Europe & Central Asia,4,1999,EVS,A035,62.97,1900
CZE,Eastern Europe & Central Asia,4,1999,EVS,A165,23.87,1870
CZE,Eastern Europe & Central Asia,4,1999,EVS,A124_02,9.83,1908
CZE,Eastern Europe & Central Asia,4,1999,EVS,A124_06,19.43,1908
CZE,Eastern Europe & Central Asia,5,2008,EVS,C002,79.82,1766
CZE,Eastern Europe & Central Asia,5,2008,EVS,C001,29.34,1735
CZE,Eastern Europe & Central Asia,5,2008,EVS,E143,57.97,1683
CZE,Eastern Europe & Central Asia,5,2008,EVS,G038,49.21,1741
CZE,Eastern Europe & Central Asia,5,2008,EVS,G040,66.77,1747
CZE,Eastern Europe & Central Asia,5,2008,EVS,G041,59.82,1692
CZE,Eastern Europe & Central Asia,5,2008,EVS,G043,36.76,1654
CZE,Eastern Europe & Central Asia,5,2008,EVS,E161,14.69,1694
CZE,Eastern Europe & Central Asia,5,2008,EVS,E156,12.0,1692
CZE,Eastern Europe & Central Asia,5,2008,EVS,E154,17.76,1746
CZE,Eastern Europe & Central Asia,5,2008,EVS,E157,9.14,1646
CZE,Eastern Europe & Central Asia,5,2008,EVS,E158,18.38,1618
CZE,Eastern Europe & Central Asia,5,2008,EVS,G033,76.04,1769
CZE,Eastern Europe & Central Asia,5,2008,EVS,G034,86.73,1762
CZE,Eastern Europe & Central Asia,5,2008,EVS,G035,72.49,1768
CZE,Eastern Europe & Central Asia,5,2008,EVS,G036,88.38,1774
CZE,Eastern Europe & Central Asia,5,2008,EVS,G006,84.29,1694
CZE,Eastern Europe & Central Asia,5,2008,EVS,A035,49.93,1762
CZE,Eastern Europe & Central Asia,5,2008,EVS,A165,30.61,1725
CZE,Eastern Europe & Central Asia,5,2008,EVS,A124_02,22.12,1732
CZE,Eastern Europe & Central Asia,5,2008,EVS,A124_06,29.79,1717
CZE,Eastern Europe & Central Asia,7,2022,WVS,H002_01,18.6,1185
CZE,Eastern Europe & Central Asia,7,2022,WVS,H002_02,31.49,1187
CZE,Eastern Europe & Central Asia,7,2022,WVS,H002_03,11.68,1177
CZE,Eastern Europe & Central Asia,7,2022,WVS,H002_04,17.86,1181
CZE,Eastern Europe & Central Asia,7,2022,WVS,H002_05,19.24,1163
CZE,Eastern Europe & Central Asia,7,2017,EVS+WVS,C002,77.61,2986
CZE,Eastern Europe & Central Asia,7,2017,EVS+WVS,C002_01,77.61,2986
CZE,Eastern Europe & Central Asia,7,2017,EVS+WVS,C001,23.77,2968
CZE,Eastern Europe & Central Asia,7,2017,EVS+WVS,C001_01,23.77,2968
CZE,Eastern Europe & Central Asia,7,2022,WVS,E143,55.53,1189
CZE,Eastern Europe & Central Asia,7,2017,EVS+WVS,G052,40.46,2924
CZE,Eastern Europe & Central Asia,7,2017,EVS,G038,55.25,1765
CZE,Eastern Europe & Central Asia,7,2017,EVS,G040,77.36,1780
CZE,Eastern Europe & Central Asia,7,2017,EVS,G041,78.23,1755
CZE,Eastern Europe & Central Asia,7,2017,EVS,G043,14.12,1707
CZE,Eastern Europe & Central Asia,7,2017,EVS,E161,8.21,1750
CZE,Eastern Europe & Central Asia,7,2017,EVS,E156,36.72,1770
CZE,Eastern Europe & Central Asia,7,2017,EVS,E154,52.66,1780
CZE,Eastern Europe & Central Asia,7,2017,EVS,E157,24.4,1754
CZE,Eastern Europe & Central Asia,7,2017,EVS,E158,22.23,1741
CZE,Eastern Europe & Central Asia,7,2017,EVS+WVS,G007_36_B,54.53,2736
CZE,Eastern Europe & Central Asia,7,2017,EVS+WVS,G007_35_B,49.56,2668
CZE,Eastern Europe & Central Asia,7,2017,EVS+WVS,G007_34_B,62.02,2919
CZE,Eastern Europe & Central Asia,7,2017,EVS+WVS,G007_18_B,21.09,2976
CZE,Eastern Europe & Central Asia,7,2017,EVS,G033,71.36,1800
CZE,Eastern Europe & Central Asia,7,2017,EVS,G034,93.76,1786
CZE,Eastern Europe & Central Asia,7,2017,EVS,G035,69.04,1789
CZE,Eastern Europe & Central Asia,7,2017,EVS,G036,90.99,1796
CZE,Eastern Europe & Central Asia,7,2017,EVS+WVS,G006,81.07,2812
CZE,Eastern Europe & Central Asia,7,2017,EVS+WVS,A035,55.87,2815
CZE,Eastern Europe & Central Asia,7,2017,EVS+WVS,A165,28.36,2912
CZE,Eastern Europe & Central Asia,7,2017,EVS+WVS,A124_02,27.05,2721
CZE,Eastern Europe & Central Asia,7,2017,EVS+WVS,A124_06,48.54,2787
DEU,Western Europe,1,1981,EVS,G006,67.09,1129
DEU,Western Europe,1,1981,EVS,A035,41.97,1305
DEU,Western Europe,1,1981,EVS,A165,30.74,1084
DEU,Western Europe,1,1981,EVS,A124_02,11.36,1305
DEU,Western Europe,1,1981,EVS,A124_06,21.11,1305
DEU,Western Europe,2,1990,EVS,C002,64.01,3185
DEU,Western Europe,2,1990,EVS,C001,31.91,3221
DEU,Western Europe,2,1990,EVS,C005,16.15,3070
DEU,Western Europe,2,1990,EVS,G007_01,18.82,3167
DEU,Western Europe,2,1990,EVS,G006,70.44,3005
DEU,Western Europe,2,1990,EVS,A035,75.85,3427
DEU,Western Europe,2,1990,EVS,A165,34.68,2893
DEU,Western Europe,2,1990,EVS,A124_02,10.76,3437
DEU,Western Europe,2,1990,EVS,A124_06,17.22,3437
DEU,Western Europe,3,1997,WVS,C002,56.97,2001
DEU,Western Europe,3,1997,WVS,C001,22.22,2012
DEU,Western Europe,3,1997,WVS,E143,44.33,1985
DEU,Western Europe,3,1997,WVS,G006,59.54,1656
DEU,Western Europe,3,1997,WVS,A035,88.3,2026
DEU,Western Europe,3,1997,WVS,A165,33.28,1956
DEU,Western Europe,3,1997,WVS,A124_02,2.81,2026
DEU,Western Europe,3,1997,WVS,A124_06,7.16,2026
DEU,Western Europe,4,1999,EVS,C002,58.61,1967
DEU,Western Europe,4,1999,EVS,C001,26.85,1969
DEU,Western Europe,4,1999,EVS,E143,62.94,1942
DEU,Western Europe,4,1999,EVS,E161,21.95,2004
DEU,Western Europe,4,1999,EVS,E156,30.33,2003
DEU,Western Europe,4,1999,EVS,E154,54.71,2028
DEU,Western Europe,4,1999,EVS,E157,18.41,1985
DEU,Western Europe,4,1999,EVS,E158,22.78,1975
DEU,Western Europe,4,1999,EVS,G007_01,6.28,1967
DEU,Western Europe,4,1999,EVS,G006,67.62,1881
DEU,Western Europe,4,1999,EVS,A035,73.06,2025
DEU,Western Europe,4,1999,EVS,A165,34.77,1937
DEU,Western Europe,4,1999,EVS,A124_02,4.76,1815
DEU,Western Europe,4,1999,EVS,A124_06,8.59,1815
DEU,Western Europe,5,2006,EVS+WVS,C002,52.23,3962
DEU,Western Europe,5,2006,EVS+WVS,C001,17.84,3997
DEU,Western Europe,5,2008,EVS+WVS,E143,52.22,3906
DEU,Western Europe,5,2008,EVS,G038,49.47,2015
DEU,Western Europe,5,2008,EVS,G040,67.66,2028
DEU,Western Europe,5,2008,EVS,G041,66.07,2021
DEU,Western Europe,5,2008,EVS,G043,44.71,1990
DEU,Western Europe,5,2008,EVS,E161,26.84,2014
DEU,Western Europe,5,2008,EVS,E156,45.48,2030
DEU,Western Europe,5,2008,EVS,E154,55.96,2034
DEU,Western Europe,5,2008,EVS,E157,28.52,2007
DEU,Western Europe,5,2008,EVS,E158,44.94,2006
DEU,Western Europe,5,2006,WVS,G007_36_B,58.14,1768
DEU,Western Europe,5,2006,WVS,G007_35_B,57.15,1773
DEU,Western Europe,5,2006,WVS,G007_34_B,73.86,1984
DEU,Western Europe,5,2006,WVS,G007_18_B,23.83,2009
DEU,Western Europe,5,2008,EVS,G033,57.13,2001
DEU,Western Europe,5,2008,EVS,G034,96.06,2018
DEU,Western Europe,5,2008,EVS,G035,54.46,1997
DEU,Western Europe,5,2008,EVS,G036,97.38,2038
DEU,Western Europe,5,2006,EVS+WVS,G006,73.75,3723
DEU,Western Europe,5,2006,EVS+WVS,A035,72.48,4108
DEU,Western Europe,5,2008,EVS+WVS,A165,38.6,3820
DEU,Western Europe,5,2006,EVS+WVS,A124_02,5.96,3925
DEU,Western Europe,5,2006,EVS+WVS,A124_06,11.57,3925
DEU,Western Europe,6,2013,WVS,H002_01,5.48,2027
DEU,Western Europe,6,2013,WVS,H002_02,16.14,2026
DEU,Western Europe,6,2013,WVS,H002_03,7.99,2033
DEU,Western Europe,6,2013,WVS,H002_04,3.05,2021
DEU,Western Europe,6,2013,WVS,H002_05,2.33,1953
DEU,Western Europe,6,2013,WVS,C002,41.45,2036
DEU,Western Europe,6,2013,WVS,C001,15.59,2035
DEU,Western Europe,6,2013,WVS,G007_36_B,44.28,1902
DEU,Western Europe,6,2013,WVS,G007_35_B,45.08,1863
DEU,Western Europe,6,2013,WVS,G007_34_B,68.31,2010
DEU,Western Europe,6,2013,WVS,G007_18_B,26.25,2034
DEU,Western Europe,6,2013,WVS,G006,79.1,1866
DEU,Western Europe,6,2013,WVS,A035,66.73,2044
DEU,Western Europe,6,2013,WVS,A165,45.35,2017
DEU,Western Europe,6,2013,WVS,A124_02,14.86,2042
DEU,Western Europe,6,2013,WVS,A124_06,21.46,2040
DEU,Western Europe,7,2018,WVS,H002_01,6.3,1508
DEU,Western Europe,7,2018,WVS,H002_02,22.23,1516
DEU,Western Europe,7,2018,WVS,H002_03,2.72,1508
DEU,Western Europe,7,2018,WVS,H002_04,9.8,1500
DEU,Western Europe,7,2018,WVS,H002_05,7.43,1467
DEU,Western Europe,7,2017,EVS+WVS,C002,29.35,3644
DEU,Western Europe,7,2017,EVS+WVS,C002_01,29.35,3644
DEU,Western Europe,7,2017,EVS+WVS,C001,7.77,3669
DEU,Western Europe,7,2017,EVS+WVS,C001_01,7.77,3669
DEU,Western Europe,7,2018,WVS,E143,35.03,1456
DEU,Western Europe,7,2017,EVS+WVS,G052,31.67,3578
DEU,Western Europe,7,2017,EVS,G038,14.66,2113
DEU,Western Europe,7,2017,EVS,G040,56.93,2136
DEU,Western Europe,7,2017,EVS,G041,60.24,2134
DEU,Western Europe,7,2017,EVS,G043,27.79,2103
DEU,Western Europe,7,2017,EVS,E161,45.44,2115
DEU,Western Europe,7,2017,EVS,E156,62.19,2123
DEU,Western Europe,7,2017,EVS,E154,70.78,2136
DEU,Western Europe,7,2017,EVS,E157,48.38,2111
DEU,Western Europe,7,2017,EVS,E158,48.88,2107
DEU,Western Europe,7,2017,EVS+WVS,G007_36_B,36.52,3208
DEU,Western Europe,7,2017,EVS+WVS,G007_35_B,37.28,3154
DEU,Western Europe,7,2017,EVS+WVS,G007_34_B,67.98,3522
DEU,Western Europe,7,2017,EVS+WVS,G007_18_B,19.24,3619
DEU,Western Europe,7,2017,EVS,G033,40.32,2135
DEU,Western Europe,7,2017,EVS,G034,98.28,2146
DEU,Western Europe,7,2017,EVS,G035,24.12,2131
DEU,Western Europe,7,2017,EVS,G036,98.41,2155
DEU,Western Europe,7,2017,EVS+WVS,G006,80.63,3176
DEU,Western Europe,7,2017,EVS+WVS,A035,85.69,3689
DEU,Western Europe,7,2017,EVS+WVS,A165,43.3,3547
DEU,Western Europe,7,2017,EVS+WVS,A124_02,3.91,3608
DEU,Western Europe,7,2017,EVS+WVS,A124_06,5.42,3608
DNK,Western Europe,1,1981,EVS,G006,76.42,1097
DNK,Western Europe,1,1981,EVS,A035,57.77,1182
DNK,Western Europe,1,1981,EVS,A165,51.27,1059
DNK,Western Europe,1,1981,EVS,A124_02,3.62,1182
DNK,Western Europe,1,1981,EVS,A124_06,9.25,1182
DNK,Western Europe,2,1990,EVS,C002,52.79,1004
DNK,Western Europe,2,1990,EVS,C001,10.55,1024
DNK,Western Europe,2,1990,EVS,C005,8.55,994
DNK,Western Europe,2,1990,EVS,G007_01,3.22,1024
DNK,Western Europe,2,1990,EVS,G006,86.71,993
DNK,Western Europe,2,1990,EVS,A035,80.88,1025
DNK,Western Europe,2,1990,EVS,A165,57.66,992
DNK,Western Europe,2,1990,EVS,A124_02,6.99,1030
DNK,Western Europe,2,1990,EVS,A124_06,11.55,1030
DNK,Western Europe,4,1999,EVS,C002,34.28,989
DNK,Western Europe,4,1999,EVS,C001,6.18,1003
DNK,Western Europe,4,1999,EVS,E143,68.78,980
DNK,Western Europe,4,1999,EVS,E161,15.19,981
DNK,Western Europe,4,1999,EVS,E156,11.75,996
DNK,Western Europe,4,1999,EVS,E154,10.62,998
DNK,Western Europe,4,1999,EVS,E157,9.8,980
DNK,Western Europe,4,1999,EVS,E158,36.17,976
DNK,Western Europe,4,1999,EVS,G007_01,1.48,1014
DNK,Western Europe,4,1999,EVS,G006,92.58,957
DNK,Western Europe,4,1999,EVS,A035,87.3,1016
DNK,Western Europe,4,1999,EVS,A165,66.53,986
DNK,Western Europe,4,1999,EVS,A124_02,7.37,1018
DNK,Western Europe,4,1999,EVS,A124_06,10.6,1019
DNK,Western Europe,5,2008,EVS,C002,24.36,1481
DNK,Western Europe,5,2008,EVS,C001,2.3,1501
DNK,Western Europe,5,2008,EVS,E143,56.56,1470
DNK,Western Europe,5,2008,EVS,G038,8.97,1484
DNK,Western Europe,5,2008,EVS,G040,66.19,1476
DNK,Western Europe,5,2008,EVS,G041,54.99,1473
DNK,Western Europe,5,2008,EVS,G043,16.66,1477
DNK,Western Europe,5,2008,EVS,E161,38.27,1485
DNK,Western Europe,5,2008,EVS,E156,39.75,1484
DNK,Western Europe,5,2008,EVS,E154,32.23,1490
DNK,Western Europe,5,2008,EVS,E157,21.81,1483
DNK,Western Europe,5,2008,EVS,E158,40.23,1481
DNK,Western Europe,5,2008,EVS,G033,45.43,1490
DNK,Western Europe,5,2008,EVS,G034,97.26,1492
DNK,Western Europe,5,2008,EVS,G035,40.03,1480
DNK,Western Europe,5,2008,EVS,G036,98.06,1497
DNK,Western Europe,5,2008,EVS,G006,90.88,1437
DNK,Western Europe,5,2008,EVS,A035,86.58,1504
DNK,Western Europe,5,2008,EVS,A165,76.12,1486
DNK,Western Europe,5,2008,EVS,A124_02,4.64,1264
DNK,Western Europe,5,2008,EVS,A124_06,6.87,1264
DNK,Western Europe,7,2017,EVS,C002,35.63,3343
DNK,Western Europe,7,2017,EVS,C002_01,35.63,3343
DNK,Western Europe,7,2017,EVS,C001,2.23,3347
DNK,Western Europe,7,2017,EVS,C001_01,2.23,3347
DNK,Western Europe,7,2017,EVS,G052,28.56,3314
DNK,Western Europe,7,2017,EVS,G038,21.0,3342
DNK,Western Europe,7,2017,EVS,G040,61.14,3347
DNK,Western Europe,7,2017,EVS,G041,61.04,3343
DNK,Western Europe,7,2017,EVS,G043,13.69,3345
DNK,Western Europe,7,2017,EVS,E161,42.24,3324
DNK,Western Europe,7,2017,EVS,E156,47.88,3314
DNK,Western Europe,7,2017,EVS,E154,46.39,3329
DNK,Western Europe,7,2017,EVS,E157,28.59,3313
DNK,Western Europe,7,2017,EVS,E158,43.15,3305
DNK,Western Europe,7,2017,EVS,G007_36_B,13.81,3280
DNK,Western Europe,7,2017,EVS,G007_35_B,16.93,3272
DNK,Western Europe,7,2017,EVS,G007_34_B,23.54,3299
DNK,Western Europe,7,2017,EVS,G007_18_B,7.95,3329
DNK,Western Europe,7,2017,EVS,G033,41.66,3345
DNK,Western Europe,7,2017,EVS,G034,97.13,3352
DNK,Western Europe,7,2017,EVS,G035,33.58,3341
DNK,Western Europe,7,2017,EVS,G036,94.69,3351
DNK,Western Europe,7,2017,EVS,G006,92.81,3199
DNK,Western Europe,7,2017,EVS,A035,88.52,3323
DNK,Western Europe,7,2017,EVS,A165,74.09,3344
DNK,Western Europe,7,2017,EVS,A124_02,3.1,3340
DNK,Western Europe,7,2017,EVS,A124_06,9.49,3340
DOM,Latin America,3,1996,WVS,C002,46.05,380
DOM,Latin America,3,1996,WVS,C001,15.05,392
DOM,Latin America,3,1996,WVS,E143,50.49,406
DOM,Latin America,3,1996,WVS,G006,93.3,403
DOM,Latin America,3,1996,WVS,A035,67.87,417
DOM,Latin America,3,1996,WVS,A165,26.45,397
DOM,Latin America,3,1996,WVS,A124_02,18.47,417
DOM,Latin America,3,1996,WVS,A124_06,17.51,417
DZA,Middle East & North Africa,4,2002,WVS,C002,87.39,1253
DZA,Middle East & North Africa,4,2002,WVS,C001,67.46,1260
DZA,Middle East & North Africa,4,2002,WVS,E143,36.22,1143
DZA,Middle East & North Africa,4,2002,WVS,G006,95.67,1270
DZA,Middle East & North Africa,4,2002,WVS,A035,53.98,1282
DZA,Middle East & North Africa,4,2002,WVS,A165,11.22,1230
DZA,Middle East & North Africa,4,2002,WVS,A124_02,28.0,1282
DZA,Middle East & North Africa,4,2002,WVS,A124_06,23.48,1282
DZA,Middle East & North Africa,6,2014,WVS,H002_01,43.26,1158
DZA,Middle East & North Africa,6,2014,WVS,H002_02,46.48,1136
DZA,Middle East & North Africa,6,2014,WVS,H002_03,16.94,1098
DZA,Middle East & North Africa,6,2014,WVS,H002_04,16.23,1072
DZA,Middle East & North Africa,6,2014,WVS,H002_05,44.48,1068
DZA,Middle East & North Africa,6,2014,WVS,C001,59.95,1161
DZA,Middle East & North Africa,6,2014,WVS,G007_36_B,82.33,1064
DZA,Middle East & North Africa,6,2014,WVS,G007_35_B,84.96,1084
DZA,Middle East & North Africa,6,2014,WVS,G007_34_B,84.34,1156
DZA,Middle East & North Africa,6,2014,WVS,G007_18_B,39.97,1176
DZA,Middle East & North Africa,6,2014,WVS,G006,95.89,1168
DZA,Middle East & North Africa,6,2014,WVS,A035,61.42,1200
DZA,Middle East & North Africa,6,2014,WVS,A165,17.93,1149
DZA,Middle East & North Africa,6,2014,WVS,A124_02,19.75,1200
DZA,Middle East & North Africa,6,2014,WVS,A124_06,28.0,1200
ECU,Latin America,6,2013,WVS,H002_01,42.5,1200
ECU,Latin America,6,2013,WVS,H002_02,60.65,1202
ECU,Latin America,6,2013,WVS,H002_03,15.58,1200
ECU,Latin America,6,2013,WVS,H002_04,13.06,1202
ECU,Latin America,6,2013,WVS,H002_05,38.15,1177
ECU,Latin America,6,2013,WVS,C002,70.5,1200
ECU,Latin America,6,2013,WVS,C001,21.73,1201
ECU,Latin America,6,2013,WVS,G007_36_B,74.19,1201
ECU,Latin America,6,2013,WVS,G007_35_B,65.45,1201
ECU,Latin America,6,2013,WVS,G007_34_B,82.35,1201
ECU,Latin America,6,2013,WVS,G007_18_B,51.04,1201
ECU,Latin America,6,2013,WVS,G006,98.42,1199
ECU,Latin America,6,2013,WVS,A035,67.72,1202
ECU,Latin America,6,2013,WVS,A165,7.17,1200
ECU,Latin America,6,2013,WVS,A124_02,34.53,1202
ECU,Latin America,6,2013,WVS,A124_06,34.61,1202
ECU,Latin America,7,2018,WVS,H002_01,29.73,1194
ECU,Latin America,7,2018,WVS,H002_02,55.56,1195
ECU,Latin America,7,2018,WVS,H002_03,15.12,1184
ECU,Latin America,7,2018,WVS,H002_04,11.69,1181
ECU,Latin America,7,2018,WVS,H002_05,42.25,1162
ECU,Latin America,7,2018,WVS,C002,80.27,1196
ECU,Latin America,7,2018,WVS,C002_01,80.27,1196
ECU,Latin America,7,2018,WVS,C001,30.65,1194
ECU,Latin America,7,2018,WVS,C001_01,30.65,1194
ECU,Latin America,7,2018,WVS,E143,66.78,1162
ECU,Latin America,7,2018,WVS,G052,35.64,1170
ECU,Latin America,7,2018,WVS,G007_36_B,82.69,1184
ECU,Latin America,7,2018,WVS,G007_35_B,78.82,1185
ECU,Latin America,7,2018,WVS,G007_34_B,92.23,1197
ECU,Latin America,7,2018,WVS,G007_18_B,61.94,1198
ECU,Latin America,7,2018,WVS,G006,95.39,1192
ECU,Latin America,7,2018,WVS,A035,69.58,1200
ECU,Latin America,7,2018,WVS,A165,5.86,1177
ECU,Latin America,7,2018,WVS,A124_02,6.0,1200
ECU,Latin America,7,2018,WVS,A124_06,10.42,1200
EGY,Middle East & North Africa,4,2001,WVS,C002,98.6,3000
EGY,Middle East & North Africa,4,2001,WVS,C001,89.6,3000
EGY,Middle East & North Africa,4,2001,WVS,E143,52.78,2929
EGY,Middle East & North Africa,4,2001,WVS,G006,99.3,2993
EGY,Middle East & North Africa,4,2001,WVS,A035,64.63,3000
EGY,Middle East & North Africa,4,2001,WVS,A165,37.91,2965
EGY,Middle East & North Africa,4,2001,WVS,A124_02,34.17,3000
EGY,Middle East & North Africa,4,2001,WVS,A124_06,57.67,3000
EGY,Middle East & North Africa,5,2008,WVS,C002,97.91,3046
EGY,Middle East & North Africa,5,2008,WVS,C001,89.07,3048
EGY,Middle East & North Africa,5,2008,WVS,E143,69.82,3047
EGY,Middle East & North Africa,5,2008,WVS,G007_36_B,78.58,3037
EGY,Middle East & North Africa,5,2008,WVS,G007_35_B,60.77,3045
EGY,Middle East & North Africa,5,2008,WVS,G007_34_B,72.91,3047
EGY,Middle East & North Africa,5,2008,WVS,G007_18_B,5.1,3050
EGY,Middle East & North Africa,5,2008,WVS,G006,98.42,3034
EGY,Middle East & North Africa,5,2008,WVS,A035,70.92,3051
EGY,Middle East & North Africa,5,2008,WVS,A165,18.53,3045
EGY,Middle East & North Africa,6,2013,WVS,H002_01,53.77,1442
EGY,Middle East & North Africa,6,2013,WVS,H002_02,35.56,1216
EGY,Middle East & North Africa,6,2013,WVS,H002_03,17.03,1195
EGY,Middle East & North Africa,6,2013,WVS,H002_04,28.0,1171
EGY,Middle East & North Africa,6,2013,WVS,H002_05,49.48,1239
EGY,Middle East & North Africa,6,2013,WVS,C002,85.04,1523
EGY,Middle East & North Africa,6,2013,WVS,C001,83.37,1523
EGY,Middle East & North Africa,6,2013,WVS,G007_36_B,83.4,1523
EGY,Middle East & North Africa,6,2013,WVS,G007_35_B,59.98,1523
EGY,Middle East & North Africa,6,2013,WVS,G007_34_B,65.24,1523
EGY,Middle East & North Africa,6,2013,WVS,G007_18_B,10.51,1523
EGY,Middle East & North Africa,6,2013,WVS,G006,96.51,1523
EGY,Middle East & North Africa,6,2013,WVS,A035,62.28,1523
EGY,Middle East & North Africa,6,2013,WVS,A165,21.5,1523
EGY,Middle East & North Africa,7,2018,WVS,H002_01,9.36,1197
EGY,Middle East & North Africa,7,2018,WVS,H002_02,16.6,1181
EGY,Middle East & North Africa,7,2018,WVS,H002_04,7.83,1162
EGY,Middle East & North Africa,7,2018,WVS,H002_05,32.73,1167
EGY,Middle East & North Africa,7,2018,WVS,C002,97.47,1184
EGY,Middle East & North Africa,7,2018,WVS,C002_01,97.47,1184
EGY,Middle East & North Africa,7,2018,WVS,C001,89.57,1198
EGY,Middle East & North Africa,7,2018,WVS,C001_01,89.57,1198
EGY,Middle East & North Africa,7,2018,WVS,E143,68.85,1101
EGY,Middle East & North Africa,7,2018,WVS,G052,53.7,1054
EGY,Middle East & North Africa,7,2018,WVS,G007_36_B,81.1,1132
EGY,Middle East & North Africa,7,2018,WVS,G007_35_B,48.14,1180
EGY,Middle East & North Africa,7,2018,WVS,G007_34_B,80.54,1192
EGY,Middle East & North Africa,7,2018,WVS,G007_18_B,14.26,1199
EGY,Middle East & North Africa,7,2018,WVS,G006,95.06,1194
EGY,Middle East & North Africa,7,2018,WVS,A035,78.15,1199
EGY,Middle East & North Africa,7,2018,WVS,A165,7.35,1197
EGY,Middle East & North Africa,7,2018,WVS,A124_02,16.5,1200
EGY,Middle East & North Africa,7,2018,WVS,A124_06,20.0,1200
ESP,Western Europe,1,1981,EVS,G006,87.46,2177
ESP,Western Europe,1,1981,EVS,A035,44.19,2303
ESP,Western Europe,1,1981,EVS,A165,34.42,2157
ESP,Western Europe,1,1981,EVS,A124_02,8.59,2303
ESP,Western Europe,1,1981,EVS,A124_06,1.99,2303
ESP,Western Europe,2,1990,EVS+WVS,C002,76.82,4016
ESP,Western Europe,2,1990,EVS+WVS,C001,30.84,4072
ESP,Western Europe,2,1990,EVS+WVS,C005,20.78,3911
ESP,Western Europe,2,1990,EVS+WVS,G007_01,11.65,4083
ESP,Western Europe,2,1990,EVS+WVS,G006,87.5,4007
ESP,Western Europe,2,1990,EVS+WVS,A035,72.97,4146
ESP,Western Europe,2,1990,EVS+WVS,A165,34.28,3887
ESP,Western Europe,2,1990,EVS+WVS,A124_02,9.98,4147
ESP,Western Europe,2,1990,EVS+WVS,A124_06,9.16,4147
ESP,Western Europe,3,1995,WVS,C002,71.93,1186
ESP,Western Europe,3,1995,WVS,C001,27.29,1195
ESP,Western Europe,3,1995,WVS,E143,28.39,1169
ESP,Western Europe,3,1995,WVS,G006,92.23,1181
ESP,Western Europe,3,1995,WVS,A035,75.58,1211
ESP,Western Europe,3,1995,WVS,A165,29.75,1167
ESP,Western Europe,3,1995,WVS,A124_02,8.32,1211
ESP,Western Europe,3,1995,WVS,A124_06,7.32,1211
ESP,Western Europe,4,2000,EVS+WVS,C002,60.32,2337
ESP,Western Europe,4,2000,EVS+WVS,C001,19.08,2348
ESP,Western Europe,4,2000,EVS+WVS,E143,24.29,2279
ESP,Western Europe,4,1999,EVS,E161,30.67,1177
ESP,Western Europe,4,1999,EVS,E156,27.88,1180
ESP,Western Europe,4,1999,EVS,E154,41.76,1190
ESP,Western Europe,4,1999,EVS,E157,17.53,1181
