player_id,given_name,family_name,birth_date,pan_wd_id,pan_wp_id,pan_slug,pan_name,pan_occupation,match_method
P-03493,Mário,Coluna,1935-08-06,Q705585,2991133,Mário_Coluna,Mário Coluna,SOCCER PLAYER,slug_exacto
P-07137,Rubin,Colwill,2002-04-27,Q105480896,66746760,Rubin_Colwill,Rubin Colwill,SOCCER PLAYER,slug_exacto
P-37924,Ferdinand,Coly,1973-09-10,Q612823,1971102,Ferdinand_Coly,Ferdinand Coly,SOCCER PLAYER,slug_exacto
P-06614,Kingsley,Coman,1996-06-13,Q6413296,38558166,Kingsley_Coman,Kingsley Coman,SOCCER PLAYER,slug_exacto
P-47525,Bobby,Combe,1924-02-29,,,,,,sin_match
P-57546,Gianpiero,Combi,1902-11-20,Q351994,2205322,Gianpiero_Combi,Gianpiero Combi,SOCCER PLAYER,slug_exacto
P-98706,Nestor,Combin,1940-12-29,Q605050,3147966,Néstor_Combin,Néstor Combin,SOCCER PLAYER,api_qid
P-56868,Eray,Cömert,1998-02-04,Q24052364,50525851,Eray_Cömert,Eray Cömert,SOCCER PLAYER,slug_exacto
P-88800,Sérgio,Conceição,1974-11-15,Q317298,3071470,Sérgio_Conceição,Sérgio Conceição,SOCCER PLAYER,slug_exacto
P-62978,Luis Gabelo,Conejo,1960-01-01,Q2709210,6815762,Luis_Gabelo_Conejo,Luis Gabelo Conejo,SOCCER PLAYER,slug_exacto
P-77348,Edmund,Conen,1914-11-10,Q258251,5902151,Edmund_Conen,Edmund Conen,COACH,slug_exacto
P-09806,John,Connelly,1938-07-18,Q712408,1807286,John_Connelly_(footballer),John Connelly,SOCCER PLAYER,api_qid
P-20792,David,Connolly,1977-06-06,Q441702,2453685,David_Connolly,David Connolly,SOCCER PLAYER,slug_exacto
P-83190,Jimmy,Conrad,1977-02-12,Q1385340,1157910,Jimmy_Conrad,Jimmy Conrad,SOCCER PLAYER,slug_exacto
P-96535,Antonio,Conte,1969-07-31,Q26580,5571007,Antonio_Conte,Antonio Conte,SOCCER PLAYER,slug_exacto
P-66365,Bruno,Conti,1955-03-13,Q355923,1642249,Bruno_Conti,Bruno Conti,SOCCER PLAYER,slug_exacto
P-37637,Paolo,Conti,1950-04-01,Q1874682,10169599,Paolo_Conti,Paolo Conti,SOCCER PLAYER,slug_exacto
P-02556,Anthony,Contreras,2000-01-29,Q87439586,65760756,Anthony_Contreras,Anthony Contreras,SOCCER PLAYER,slug_exacto
P-79148,Carlos,Contreras,1938-10-07,Q3295209,33288557,"Carlos_Contreras_(footballer,_born_1938)",Carlos Contreras,SOCCER PLAYER,slug_exacto
P-29404,Pablo,Contreras,1978-09-11,Q323358,7544793,Pablo_Contreras,Pablo Contreras,SOCCER PLAYER,slug_exacto
P-95116,Pedro,Contreras,1972-01-07,Q705432,5529639,Pedro_Contreras,Pedro Contreras,SOCCER PLAYER,slug_exacto
P-42535,Bobby,Convey,1983-05-27,Q708066,437300,Bobby_Convey,Bobby Convey,SOCCER PLAYER,slug_exacto
P-81517,Geoff,Coombes,1919-04-23,,,,,,sin_match
P-06696,Armando,Cooper,1987-11-26,Q2053749,23882438,Armando_Cooper,Armando Cooper,SOCCER PLAYER,slug_exacto
P-89287,Davie,Cooper,1956-02-25,Q2710296,1666604,Davie_Cooper,Davie Cooper,SOCCER PLAYER,slug_exacto
P-40921,Terry,Cooper,1944-07-12,Q959830,1258453,"Terry_Cooper_(footballer,_born_1944)",Terry Cooper,SOCCER PLAYER,slug_exacto
P-52450,Ernie,Copland,1927-04-15,,,,,,sin_match
P-40179,Steve,Coppell,1955-07-09,Q438005,1498178,Steve_Coppell,Steve Coppell,SOCCER PLAYER,slug_exacto
P-26664,Henri,Coppens,1930-04-29,Q1605788,3039214,Henri_Coppens,Henri Coppens,SOCCER PLAYER,slug_exacto
P-71952,Oreste,Corbatta,1936-03-11,Q570277,11688614,Oreste_Corbatta,Oreste Corbatta,SOCCER PLAYER,api_qid
P-61660,Rubén,Corbo,1952-01-20,Q3942200,17523430,Romeo_Corbo,Romeo Corbo,SOCCER PLAYER,api_qid
P-81455,Walter,Corbo,1949-05-02,Q2476543,25214996,Walter_Corbo,Walter Corbo,SOCCER PLAYER,slug_exacto
P-98663,Rodrigo,Cordero,1973-12-04,Q2308318,6054794,Rodrigo_Cordero,Rodrigo Cordero,SOCCER PLAYER,slug_exacto
P-09175,Iván,Córdoba,1976-08-11,Q231348,649687,Iván_Córdoba,Iván Córdoba,SOCCER PLAYER,slug_exacto
P-24621,Óscar,Córdoba,1970-02-03,Q293267,5396938,Óscar_Córdoba,Óscar Córdoba,SOCCER PLAYER,slug_exacto
P-51375,Raúl,Córdoba,1924-03-13,Q2134423,33226847,Raúl_Córdoba,Raúl Córdoba,SOCCER PLAYER,slug_exacto
P-08916,Vedran,Ćorluka,1986-02-05,Q206306,6818192,Vedran_Ćorluka,Vedran Ćorluka,SOCCER PLAYER,slug_exacto
P-78929,Peter,Cormack,1946-07-17,,,,,,sin_match
P-76038,Fernando,Cornejo,1969-01-28,Q659059,5309774,Fernando_Cornejo,Fernando Cornejo,SOCCER PLAYER,slug_exacto
P-29053,Andreas,Cornelius,1993-03-16,Q84077,35413066,Andreas_Cornelius,Andreas Cornelius,SOCCER PLAYER,slug_exacto
P-21099,Derek,Cornelius,1997-11-25,Q29901014,54021562,Derek_Cornelius,Derek Cornelius,SOCCER PLAYER,slug_exacto
P-02230,Marco,Cornez,1957-10-15,Q951117,9039757,Marco_Cornez,Marco Cornez,SOCCER PLAYER,slug_exacto
P-96694,Jesús Manuel,Corona,1993-01-06,Q607790,32884321,Jesús_Manuel_Corona,Jesús Manuel Corona,SOCCER PLAYER,slug_exacto
P-82332,Julián,Coronel,1958-10-23,,,,,,sin_match
P-92353,Ángel,Correa,1995-03-09,Q10855654,40336033,Ángel_Correa,Ángel Correa,SOCCER PLAYER,slug_exacto
P-85271,Gabriel,Correa,1968-01-13,,,,,,sin_match
P-24515,Rubén,Correa,1941-07-25,Q2475791,33288009,Rubén_Correa,Rubén Correa,SOCCER PLAYER,slug_exacto
P-34569,Joe,Corrigan,1948-11-18,Q719563,3742631,Joe_Corrigan,Joe Corrigan,SOCCER PLAYER,slug_exacto
P-57868,Eugen,Corrodi,1922-07-02,,,,,,sin_match
P-82186,Julio César,Cortés,1941-03-29,Q1344000,10540843,Julio_César_Cortés,Julio César Cortés,SOCCER PLAYER,slug_exacto
P-28003,Óscar,Cortés,1968-10-19,Q1643086,5997492,"Óscar_Cortés_(footballer,_born_1968)",Óscar Cortés,SOCCER PLAYER,nombre_anio
P-45918,Ranulfo,Cortés,1934-07-09,,,,,,sin_match
P-01278,Roberto,Cortés,1905-02-02,Q544266,31496817,Roberto_Cortés_(Chilean_footballer),Roberto Cortés,SOCCER PLAYER,slug_exacto
P-54377,Santiago,Cortés,1945-01-19,,,,,,sin_match
P-02351,Aldo,Corzo,1989-05-20,Q2404255,23691453,Aldo_Corzo,Aldo Corzo,SOCCER PLAYER,slug_exacto
P-04835,Vintilă,Cossini,1913-11-21,Q1855723,33250562,Vintilă_Cossini,Vintilă Cossini,SOCCER PLAYER,slug_exacto
P-02231,Diego,Costa,1988-10-07,Q459707,10157131,Diego_Costa,Diego Costa,SOCCER PLAYER,slug_exacto
P-54827,Diogo,Costa,1999-09-19,Q26255578,54799284,Diogo_Costa,Diogo Costa,SOCCER PLAYER,slug_exacto
P-17082,Douglas,Costa,1990-09-14,Q391680,19759229,Douglas_Costa,Douglas Costa,SOCCER PLAYER,slug_exacto
P-73722,Jorge,Costa,1971-10-14,Q465049,670891,Jorge_Costa,Jorge Costa,SOCCER PLAYER,api_qid
P-55321,Ricardo,Costa,1981-05-16,Q154390,5219911,"Ricardo_Costa_(footballer,_born_1981)",Ricardo Costa,SOCCER PLAYER,slug_exacto
P-62808,Rui,Costa,1972-03-29,Q190608,612521,Rui_Costa,Rui Costa,SOCCER PLAYER,slug_exacto
P-36036,Alessandro,Costacurta,1966-04-24,Q213828,1151131,Alessandro_Costacurta,Alessandro Costacurta,SOCCER PLAYER,slug_exacto
P-43291,Leonardo,Costagliola,1921-10-27,,,,,,sin_match
P-80908,not applicable,Costinha,1974-12-01,Q311087,774370,Costinha,Costinha,SOCCER PLAYER,slug_exacto
P-71750,Anthony,Costly,1954-12-13,,,,,,sin_match
P-38682,Carlo,Costly,1982-07-18,Q922706,9421444,Carlo_Costly,Carlo Costly,SOCCER PLAYER,slug_exacto
P-96662,Rodolfo,Cota,1987-07-03,Q7357150,14688742,Rodolfo_Cota,Rodolfo Cota,SOCCER PLAYER,slug_exacto
P-57925,Didier,Couécou,1944-07-25,Q1210530,10912411,Didier_Couécou,Didier Couécou,SOCCER PLAYER,slug_exacto
P-57021,Grégory,Coupet,1972-12-31,Q13488,3146997,Grégory_Coupet,Grégory Coupet,SOCCER PLAYER,slug_exacto
P-13150,Alain,Couriol,1958-10-24,Q2238282,7494746,Alain_Couriol,Alain Couriol,SOCCER PLAYER,slug_exacto
P-52655,Roger,Courtois,1912-05-30,Q1389029,11310189,Roger_Courtois,Roger Courtois,SOCCER PLAYER,slug_exacto
P-09658,Thibaut,Courtois,1992-05-11,Q73360,30657971,Thibaut_Courtois,Thibaut Courtois,SOCCER PLAYER,slug_exacto
P-87810,not applicable,Coutinho,1943-06-11,Q612073,11672683,Antônio_Wilson_Vieira_Honório,Antônio Wilson Vieira Honório,SOCCER PLAYER,slug_exacto
P-37171,Philippe,Coutinho,1992-06-12,Q311872,18942673,Philippe_Coutinho,Philippe Coutinho,SOCCER PLAYER,slug_exacto
P-23927,Fernando,Couto,1969-08-02,Q313468,772771,Fernando_Couto,Fernando Couto,SOCCER PLAYER,slug_exacto
P-06384,Ante,Covic,1975-06-13,Q535480,3646025,Ante_Covic,Ante Covic,SOCCER PLAYER,slug_exacto
P-52133,Neil,Covone,1969-08-31,,,,,,sin_match
P-70753,Doug,Cowie,1926-05-01,,,,,,sin_match
P-57974,Ian,Cox,1971-03-25,Q954255,4776404,Ian_Cox,Ian Cox,SOCCER PLAYER,slug_exacto
P-20825,Fay,Coyle,1933-04-01,,,,,,sin_match
P-13330,John,Coyle,1932-09-28,,,,,,sin_match
P-90357,Tommy,Coyne,1962-11-14,,,,,,sin_match
P-62878,Robert,Craddock,1923-09-05,,,,,,sin_match
P-43055,Gheorghe,Craioveanu,1968-02-14,Q719622,5679874,Gheorghe_Craioveanu,Gheorghe Craioveanu,SOCCER PLAYER,slug_exacto
P-12959,Bertrand,Crasson,1971-10-05,Q374970,2944515,Bertrand_Crasson,Bertrand Crasson,SOCCER PLAYER,slug_exacto
P-86320,Atilio,Cremaschi,1923-03-08,Q533092,31312659,Atilio_Cremaschi,Atilio Cremaschi,SOCCER PLAYER,slug_exacto
P-19888,Hernán,Crespo,1975-07-05,Q160206,346840,Hernán_Crespo,Hernán Crespo,SOCCER PLAYER,slug_exacto
P-53388,Kenny,Cresswell,1958-06-04,,,,,,sin_match
P-74340,not applicable,Cris,1977-06-03,Q299367,9360017,"Cris_(footballer,_born_1977)",Cris,SOCCER PLAYER,slug_exacto
P-54694,Domenico,Criscito,1986-12-30,Q215527,5915032,Domenico_Criscito,Domenico Criscito,SOCCER PLAYER,slug_exacto
P-26034,Luis,Cristaldo,1969-08-31,Q1351101,2862011,Luis_Cristaldo,Luis Cristaldo,SOCCER PLAYER,slug_exacto
P-67864,Tomislav,Crnković,1929-06-17,Q764012,12021730,Tomislav_Crnković,Tomislav Crnković,SOCCER PLAYER,slug_exacto
P-20172,Claes,Cronqvist,1944-10-15,,,,,,sin_match
P-77532,Peter,Crouch,1981-01-30,Q180939,1001231,Peter_Crouch,Peter Crouch,SOCCER PLAYER,slug_exacto
P-49064,Vic,Crowe,1932-01-31,Q387265,1231617,Vic_Crowe,Vic Crowe,SOCCER PLAYER,slug_exacto
P-79032,Jürgen,Croy,1946-10-19,Q505754,5488678,Jürgen_Croy,Jürgen Croy,SOCCER PLAYER,slug_exacto
P-50564,Johan,Cruyff,1947-04-25,Q17163,26276416,Johan_Cruyff,Johan Cruyff,SOCCER PLAYER,slug_exacto
P-99966,André,Cruz,1968-09-20,Q218098,3133172,André_Cruz,André Cruz,SOCCER PLAYER,slug_exacto
P-56743,Felix,Cruz,1961-04-04,Q1479453,33287880,Félix_Cruz,Félix Cruz,SOCCER PLAYER,api_qid
P-64664,Fernando,Cruz,1940-08-12,,,,,,sin_match
P-83744,Francisco Javier,Cruz,1966-05-24,Q959658,4972490,Francisco_Javier_Cruz,Francisco Javier Cruz,SOCCER PLAYER,slug_exacto
P-23529,Humberto,Cruz,1939-12-08,Q2463419,31313080,Humberto_Cruz,Humberto Cruz,SOCCER PLAYER,slug_exacto
P-29948,Juan,Cruz,1959-06-24,,,,,,sin_match
P-38198,Julio,Cruz,1974-10-10,Q297397,3042660,Julio_Ricardo_Cruz,Julio Ricardo Cruz,SOCCER PLAYER,slug_exacto
P-92883,Luis,Cruz,1925-04-28,Q9024881,33262657,Luis_Cruz_(footballer),Luis Cruz,SOCCER PLAYER,api_qid
P-91620,Luis,Cruz,1949-06-12,,,,,,sin_match
P-19812,Osvaldo,Cruz,1931-05-29,Q973088,31462324,Osvaldo_Héctor_Cruz,Osvaldo Héctor Cruz,SOCCER PLAYER,slug_exacto
P-96893,Luis,Cruzado,1941-07-06,Q2737090,33288054,Luis_Cruzado,Luis Cruzado,SOCCER PLAYER,slug_exacto
P-17566,Károly,Csapó,1952-02-23,,,,,,sin_match
P-04962,László,Cseh,1910-04-04,Q747449,33248612,László_Cseh_(footballer),László Cseh,SOCCER PLAYER,slug_exacto
P-69257,Ferenc,Csongrádi,1956-03-29,,,,,,sin_match
P-46961,Lajos,Csordás,1932-10-06,Q254149,23497219,Lajos_Csordás,Lajos Csordás,SOCCER PLAYER,slug_exacto
P-00795,József,Csuhay,1957-07-12,,,,,,sin_match
P-68716,Josef,Čtyřoký,1906-09-30,Q615318,9959294,Josef_Čtyřoký,Josef Čtyřoký,SOCCER PLAYER,slug_exacto
P-29212,José Fernando,Cuadrado,1985-06-01,Q6279371,12636106,José_Fernando_Cuadrado,José Fernando Cuadrado,SOCCER PLAYER,slug_exacto
P-83216,Juan,Cuadrado,1988-05-26,Q509374,22993255,Juan_Cuadrado,Juan Cuadrado,SOCCER PLAYER,slug_exacto
P-71361,José Miguel,Cubero,1987-02-14,Q957219,32032446,José_Miguel_Cubero,José Miguel Cubero,SOCCER PLAYER,slug_exacto
P-81929,Luis,Cubilla,1940-03-28,Q555204,3835541,Luis_Cubilla,Luis Cubilla,SOCCER PLAYER,slug_exacto
P-28196,Pedro,Cubilla,1933-05-25,Q2056408,22223211,Pedro_Cubilla,Pedro Cubilla,SOCCER PLAYER,slug_exacto
P-96979,Teófilo,Cubillas,1949-03-08,Q311403,615815,Teófilo_Cubillas,Teófilo Cubillas,SOCCER PLAYER,slug_exacto
P-01521,Samuel,Cuburu,1928-02-20,,,,,,sin_match
P-05902,Antonello,Cuccureddu,1949-10-04,Q596902,10169623,Antonello_Cuccureddu,Antonello Cuccureddu,SOCCER PLAYER,slug_exacto
P-22755,José Luis,Cuciuffo,1961-02-01,Q541353,1284004,José_Luis_Cuciuffo,José Luis Cuciuffo,SOCCER PLAYER,slug_exacto
P-55859,Alexandru,Cuedan,1910-09-26,Q2706574,28117081,Alexandru_Cuedan,Alexandru Cuedan,SOCCER PLAYER,slug_exacto
P-69029,Leonardo,Cuéllar,1952-01-14,Q456475,20400060,Leonardo_Cuéllar,Leonardo Cuéllar,COACH,slug_exacto
P-23639,César,Cueto,1952-06-16,Q2564108,10486917,César_Cueto,César Cueto,SOCCER PLAYER,slug_exacto
P-04154,Christian,Cueva,1991-11-23,Q648744,33186419,Christian_Cueva,Christian Cueva,SOCCER PLAYER,slug_exacto
P-88899,Nelson,Cuevas,1980-01-10,Q381394,4905856,Nelson_Cuevas,Nelson Cuevas,SOCCER PLAYER,slug_exacto
P-16541,Leandro,Cufré,1978-05-09,Q314770,1647508,Leandro_Cufré,Leandro Cufré,SOCCER PLAYER,slug_exacto
P-38451,Antoine,Cuissard,1924-07-19,Q384636,10682772,Antoine_Cuissard,Antoine Cuissard,SOCCER PLAYER,slug_exacto
P-21864,Jason,Culina,1980-08-05,Q215514,3298619,Jason_Culina,Jason Culina,SOCCER PLAYER,slug_exacto
P-44313,Bernhard,Cullmann,1949-11-01,Q438453,6765142,Bernhard_Cullmann,Bernhard Cullmann,SOCCER PLAYER,slug_exacto
P-53385,Harold,Cummings,1992-03-01,Q5660408,34264036,Harold_Cummings,Harold Cummings,SOCCER PLAYER,slug_exacto
P-67089,Jason,Cummings,1995-08-01,Q16029852,41314248,Jason_Cummings,Jason Cummings,SOCCER PLAYER,slug_exacto
P-57630,Kenny,Cunningham,1971-06-28,Q952401,1331171,Kenny_Cunningham,Kenny Cunningham,SOCCER PLAYER,slug_exacto
P-39669,Willie,Cunningham,1925-02-22,,,,,,sin_match
P-82190,Willie,Cunningham,1930-02-20,,,,,,sin_match
P-39161,Colin,Curran,1947-08-21,,,,,,sin_match
P-36975,Wilbur,Cush,1928-06-10,,,,,,sin_match
P-77440,Theo,Custers,1950-08-10,Q648641,16521817,Theo_Custers,Theo Custers,SOCCER PLAYER,slug_exacto
P-27752,Iosif,Czako,1906-06-11,Q899879,31813399,Iosif_Czako,Iosif Czako,SOCCER PLAYER,slug_exacto
P-64188,Ed,Czerkiewicz,1912-07-08,Q2632901,13606180,Ed_Czerkiewicz,Ed Czerkiewicz,SOCCER PLAYER,slug_exacto
P-88070,Alexandre,Czerniatynski,1960-07-28,Q651582,3028496,Alexandre_Czerniatynski,Alexandre Czerniatynski,SOCCER PLAYER,slug_exacto
P-93334,Zoltán,Czibor,1929-08-08,Q218915,3791009,Zoltán_Czibor,Zoltán Czibor,SOCCER PLAYER,slug_exacto
P-13437,Jair,da Costa,1940-07-09,Q720549,9996722,Jair_da_Costa,Jair da Costa,SOCCER PLAYER,slug_exacto
P-99089,Manuel,da Costa,1986-05-06,Q540961,6482492,Manuel_da_Costa_(footballer),Manuel da Costa,SOCCER PLAYER,api_qid
P-41064,Ademir,da Guia,1942-04-03,Q355742,1093736,Ademir_da_Guia,Ademir da Guia,SOCCER PLAYER,slug_exacto
P-56060,Domingos,da Guia,1912-11-19,Q717927,4149119,Domingos_da_Guia,Domingos da Guia,SOCCER PLAYER,slug_exacto
P-94995,Jorge,da Silva,1961-12-11,Q923920,8917183,Jorge_Da_Silva,Jorge Da Silva,SOCCER PLAYER,api_qid
P-30891,Paulo,da Silva,1980-02-01,Q310710,1257757,Paulo_da_Silva,Paulo da Silva,SOCCER PLAYER,slug_exacto
P-55616,Mladen,Dabanovič,1971-09-13,Q2665806,5932467,Mladen_Dabanovič,Mladen Dabanovič,SOCCER PLAYER,slug_exacto
P-38371,Ali,Daei,1969-03-21,Q159622,196804,Ali_Daei,Ali Daei,SOCCER PLAYER,slug_exacto
P-53789,Jos,Daerden,1954-11-26,,,,,,sin_match
P-27229,Omar,Daf,1977-02-12,Q465144,5625753,Omar_Daf,Omar Daf,SOCCER PLAYER,slug_exacto
P-45711,Hadi,Dahane,1946-01-01,Q3782852,33197792,Hadi_Dahane,Hadi Dahane,SOCCER PLAYER,slug_exacto
P-75422,Mustapha,Dahleb,1952-02-08,Q735925,10815366,Mustapha_Dahleb,Mustapha Dahleb,SOCCER PLAYER,slug_exacto
P-63429,Martin,Dahlin,1968-04-16,Q318747,880064,Martin_Dahlin,Martin Dahlin,SOCCER PLAYER,slug_exacto
P-32803,Aymen,Dahmen,1997-01-28,Q64520753,67100442,Aymen_Dahmen,Aymen Dahmen,SOCCER PLAYER,slug_exacto
P-60841,Christian,Dailly,1973-10-23,Q740296,1317736,Christian_Dailly,Christian Dailly,SOCCER PLAYER,slug_exacto
P-82339,Predrag,Đajić,1922-05-01,,,,,,sin_match
P-52793,László,Dajka,1959-04-29,,,,,,sin_match
P-73403,Pierre,Dalem,1912-03-16,,,,,,sin_match
P-83674,Christian,Dalger,1949-12-19,Q603669,8784309,Christian_Dalger,Christian Dalger,SOCCER PLAYER,slug_exacto
P-68584,Kenny,Dalglish,1951-03-04,Q187198,16919,Kenny_Dalglish,Kenny Dalglish,SOCCER PLAYER,slug_exacto
P-41603,Diogo,Dalot,1999-03-18,Q26255506,53041449,Diogo_Dalot,Diogo Dalot,SOCCER PLAYER,slug_exacto
P-44386,Henrik,Dalsgaard,1989-07-27,Q429044,23143101,Henrik_Dalsgaard,Henrik Dalsgaard,SOCCER PLAYER,slug_exacto
P-37242,Vítor,Damas,1947-10-08,,,,,,sin_match
P-57782,Mikkel,Damsgaard,2000-07-03,Q45034698,55998877,Mikkel_Damsgaard,Mikkel Damsgaard,SOCCER PLAYER,slug_exacto
P-76170,Iraj,Danaeifard,1951-03-19,Q2635911,2956682,Iraj_Danaeifard,Iraj Danaeifard,SOCCER PLAYER,slug_exacto
P-40352,not applicable,Dani,1951-06-28,Q1162416,7493008,"Dani_(footballer,_born_1951)",Dani,SOCCER PLAYER,api_qid
P-28983,not applicable,Danilo,1920-12-03,Q1164053,11351859,Danilo_Alvim,Danilo Alvim,SOCCER PLAYER,slug_exacto
P-40137,not applicable,Danilo,1991-07-15,Q437329,29042515,"Danilo_(footballer,_born_July_1991)",Danilo,SOCCER PLAYER,slug_exacto
P-40669,Vasiliy,Danilov,1941-05-13,,,,,,sin_match
P-16148,Ibrahim,Danlad,2002-12-02,Q84558005,63046912,Ibrahim_Danlad,Ibrahim Danlad,SOCCER PLAYER,slug_exacto
P-95172,not applicable,Danny,1983-08-07,Q310817,7772421,Danny_(footballer),Danny,SOCCER PLAYER,slug_exacto
P-93619,not applicable,Dante,1983-10-18,Q80761,12807363,Dante_(footballer),Dante,SOCCER PLAYER,slug_exacto
P-08730,Rachid,Daoudi,1966-02-21,,,,,,sin_match
P-05530,Vitaly,Daraselia,1957-10-09,Q969747,5446002,Vitaly_Daraselia,Vitaly Daraselia,SOCCER PLAYER,slug_exacto
P-52013,Achraf,Dari,1999-05-06,Q60616722,61090306,Achraf_Dari,Achraf Dari,SOCCER PLAYER,slug_exacto
P-03810,not applicable,Dario,1946-03-04,Q517914,3378868,Dadá_Maravilha,Dadá Maravilha,SOCCER PLAYER,slug_exacto
P-99163,Matteo,Darmian,1989-12-02,Q44788,8068585,Matteo_Darmian,Matteo Darmian,SOCCER PLAYER,slug_exacto
P-94763,Julien,Darui,1916-02-16,Q1712231,11538638,Julien_Darui,Julien Darui,SOCCER PLAYER,slug_exacto
P-32342,Rinat,Dasayev,1957-06-13,Q294444,616606,Rinat_Dasayev,Rinat Dasayev,SOCCER PLAYER,slug_exacto
P-70254,Ferdinand,Daučík,1910-05-30,Q463807,3939608,Ferdinand_Daučík,Ferdinand Daučík,SOCCER PLAYER,slug_exacto
P-24689,Fatau,Dauda,1985-04-06,Q612337,18756626,Fatau_Dauda,Fatau Dauda,SOCCER PLAYER,slug_exacto
P-31566,Ümit,Davala,1973-07-30,Q312494,2958391,Ümit_Davala,Ümit Davala,SOCCER PLAYER,slug_exacto
P-32139,Daniel,Davari,1988-01-06,Q577804,35533690,Daniel_Davari,Daniel Davari,SOCCER PLAYER,slug_exacto
P-48340,Jonathan,David,2000-01-14,Q56085180,58071550,Jonathan_David_(soccer),Jonathan David,SOCCER PLAYER,api_qid
P-29660,Mario,David,1934-01-03,Q501362,5635710,Mario_David,Mario David,SOCCER PLAYER,slug_exacto
P-28452,Mircea,David,1914-10-16,Q1651788,24258110,Mircea_David,Mircea David,SOCCER PLAYER,slug_exacto
P-92893,Ivan,Davidov,1943-10-05,Q2495025,33292376,Ivan_Davidov,Ivan Davidov,SOCCER PLAYER,slug_exacto
P-45916,Edgar,Davids,1973-03-13,Q185115,252130,Edgar_Davids,Edgar Davids,SOCCER PLAYER,slug_exacto
P-60414,Lance,Davids,1985-04-11,Q316376,7662469,Lance_Davids,Lance Davids,SOCCER PLAYER,slug_exacto
P-05392,Jason,Davidson,1991-06-29,Q153436,25837101,Jason_Davidson,Jason Davidson,SOCCER PLAYER,slug_exacto
P-45574,Jimmy,Davidson,1925-11-08,,,,,,sin_match
P-92482,Adam,Davies,1992-07-17,Q17501946,43520711,"Adam_Davies_(footballer,_born_1992)",Adam Davies,SOCCER PLAYER,slug_exacto
P-46358,Alphonso,Davies,2000-11-02,Q23540953,49538223,Alphonso_Davies,Alphonso Davies,SOCCER PLAYER,slug_exacto
P-41198,Ben,Davies,1993-04-24,Q93555,36823772,"Ben_Davies_(footballer,_born_1993)",Ben Davies,SOCCER PLAYER,slug_exacto
P-83344,Duilio,Davino,1976-03-21,Q891694,2590161,Duilio_Davino,Duilio Davino,SOCCER PLAYER,slug_exacto
P-41052,Brad,Davis,1981-11-08,Q890635,1082301,Brad_Davis_(soccer),Brad Davis,SOCCER PLAYER,slug_exacto
P-44505,Erick,Davis,1991-03-31,Q3731469,34271698,Erick_Davis,Erick Davis,SOCCER PLAYER,api_qid
P-64783,Miguel,Davis,1966-06-18,,,,,,sin_match
P-95472,Mirto,Davoine,1933-02-13,,,,,,sin_match
P-61134,Chris,Dawes,1974-05-31,,,,,,sin_match
P-06000,Michael,Dawson,1983-11-18,Q59192,2045305,Michael_Dawson_(footballer),Michael Dawson,SOCCER PLAYER,slug_exacto
P-32046,Vyacheslav,Dayev,1972-09-06,Q2618148,6054571,Vyacheslav_Dayev,Vyacheslav Dayev,SOCCER PLAYER,slug_exacto
P-35719,Luigi,De Agostini,1961-04-07,Q723843,6509941,Luigi_De_Agostini,Luigi De Agostini,SOCCER PLAYER,slug_exacto
P-62594,Giorgian,De Arrascaeta,1994-06-01,Q13578003,39821504,Giorgian_De_Arrascaeta,Giorgian De Arrascaeta,SOCCER PLAYER,slug_exacto
P-23692,Antony,de Ávila,1962-12-21,Q2287325,1745117,Antony_de_Ávila,Antony de Ávila,SOCCER PLAYER,slug_exacto
P-97126,Jean,De Bie,1892-05-09,Q940190,7964220,Jean_de_Bie,Jean de Bie,SOCCER PLAYER,api_qid
P-94736,Glen,De Boeck,1971-08-22,Q943491,2807753,Glen_De_Boeck,Glen De Boeck,SOCCER PLAYER,slug_exacto
P-32212,Frank,de Boer,1970-05-15,Q219657,685945,Frank_de_Boer,Frank de Boer,SOCCER PLAYER,slug_exacto
P-61401,Piet,de Boer,1919-10-10,,,,,,sin_match
P-92804,Ronald,de Boer,1970-05-15,Q270075,1290197,Ronald_de_Boer,Ronald de Boer,SOCCER PLAYER,slug_exacto
P-39420,Héctor,De Bourgoing,1934-07-23,Q1373765,8473411,Héctor_De_Bourgoing,Héctor De Bourgoing,SOCCER PLAYER,slug_exacto
P-52951,Waldemar,de Brito,1913-05-17,Q555601,8745419,Waldemar_de_Brito,Waldemar de Brito,SOCCER PLAYER,slug_exacto
P-48955,Kevin,De Bruyne,1991-06-28,Q357984,19570009,Kevin_De_Bruyne,Kevin De Bruyne,SOCCER PLAYER,slug_exacto
P-13377,Tim,de Cler,1978-11-08,Q334405,4994412,Tim_de_Cler,Tim de Cler,SOCCER PLAYER,slug_exacto
P-93713,Jean,De Clercq,1905-05-17,Q1832525,28387921,Jean_De_Clercq,Jean De Clercq,SOCCER PLAYER,slug_exacto
P-41710,Henri,De Deken,1907-08-03,Q2019686,8096640,Henri_De_Deken,Henri De Deken,SOCCER PLAYER,slug_exacto
P-09363,Juan,de Dios Ramírez Perales,1969-03-08,Q973543,5293048,Juan_de_Dios_Ramírez,Juan de Dios Ramírez,SOCCER PLAYER,api_qid
P-52217,David,de Gea,1990-11-07,Q150268,23536806,David_de_Gea,David de Gea,SOCCER PLAYER,slug_exacto
P-15829,Ed,de Goey,1966-12-20,Q342401,3097068,Ed_de_Goey,Ed de Goey,SOCCER PLAYER,slug_exacto
